program_row_id,canonical_title,canonical_slug,canonical_url,cluster,pillar,search_intent,funnel_stage,source_preservation_classification,source_route_live,pillar_url,pillar_route_evidence,pillar_link_status,sibling_target_program_row_id,sibling_target_title,sibling_url,sibling_relationship,sibling_target_source_preservation_classification,sibling_target_route_live,sibling_link_status,primary_cta_url,primary_cta_label,primary_cta_name,primary_cta_placement_code,primary_cta_placement_guidance,primary_cta_assignment_rule,primary_cta_assignment_basis,primary_cta_approved_route_evidence,primary_cta_role,primary_cta_is_appointment,primary_cta_status,appointment_cta_url,appointment_cta_label,appointment_cta_name,appointment_cta_placement_code,appointment_cta_placement_guidance,appointment_cta_assignment_rule,appointment_cta_assignment_basis,appointment_cta_approved_route_evidence,appointment_cta_role,appointment_cta_distinct_from_primary,appointment_cta_status,triangle_plan_status,primary_cta_plan_status,appointment_cta_plan_status,rendered_status,rendered_triangle_verified,live_status,live_triangle_verified,release_status,numerical_release_cap_applies
MRX1000-0248,Mineral Rights Valuation: Market Update For Mineral Owners,mineral-rights-valuation-market-update-for-mineral-owners,/blog/mineral-rights-valuation-market-update-for-mineral-owners/,valuation-methodology-drivers,mineral-rights-value,valuation,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0249,Mineral Rights Valuation: Market Update Without Obligation,/blog/mineral-rights-valuation-market-update-without-obligation/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0249,Mineral Rights Valuation: Market Update Without Obligation,mineral-rights-valuation-market-update-without-obligation,/blog/mineral-rights-valuation-market-update-without-obligation/,valuation-methodology-drivers,mineral-rights-value,inherited-rights,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0250,Mineral Rights Valuation: Mistakes For Mineral Owners,/blog/mineral-rights-valuation-mistakes-for-mineral-owners/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:inherited-rights,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:inherited-rights,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0250,Mineral Rights Valuation: Mistakes For Mineral Owners,mineral-rights-valuation-mistakes-for-mineral-owners,/blog/mineral-rights-valuation-mistakes-for-mineral-owners/,valuation-methodology-drivers,mineral-rights-value,valuation,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0251,Mineral Rights Valuation: Negotiation Tips For Mineral Owners,/blog/mineral-rights-valuation-negotiation-tips-for-mineral-owners/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0251,Mineral Rights Valuation: Negotiation Tips For Mineral Owners,mineral-rights-valuation-negotiation-tips-for-mineral-owners,/blog/mineral-rights-valuation-negotiation-tips-for-mineral-owners/,valuation-methodology-drivers,mineral-rights-value,valuation,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0253,Mineral Rights Valuation: Risk Checklist In 2026,/blog/mineral-rights-valuation-risk-checklist-in-2026/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0253,Mineral Rights Valuation: Risk Checklist In 2026,mineral-rights-valuation-risk-checklist-in-2026,/blog/mineral-rights-valuation-risk-checklist-in-2026/,valuation-methodology-drivers,mineral-rights-value,education,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0254,Mineral Rights Valuation: Timeline For Mineral Owners,/blog/mineral-rights-valuation-timeline-for-mineral-owners/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:education,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:education,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0254,Mineral Rights Valuation: Timeline For Mineral Owners,mineral-rights-valuation-timeline-for-mineral-owners,/blog/mineral-rights-valuation-timeline-for-mineral-owners/,valuation-methodology-drivers,mineral-rights-value,valuation,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0255,Mineral Rights Valuation: Timeline In 2026,/blog/mineral-rights-valuation-timeline-in-2026/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0255,Mineral Rights Valuation: Timeline In 2026,mineral-rights-valuation-timeline-in-2026,/blog/mineral-rights-valuation-timeline-in-2026/,valuation-methodology-drivers,mineral-rights-value,education,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0256,Mineral Rights Valuation: Valuation Factors For Mineral Owners,/blog/mineral-rights-valuation-valuation-factors-for-mineral-owners/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:education,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:education,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0256,Mineral Rights Valuation: Valuation Factors For Mineral Owners,mineral-rights-valuation-valuation-factors-for-mineral-owners,/blog/mineral-rights-valuation-valuation-factors-for-mineral-owners/,valuation-methodology-drivers,mineral-rights-value,valuation,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0257,Mineral Rights Valuation: Valuation Factors In 2026,/blog/mineral-rights-valuation-valuation-factors-in-2026/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:valuation,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0257,Mineral Rights Valuation: Valuation Factors In 2026,mineral-rights-valuation-valuation-factors-in-2026,/blog/mineral-rights-valuation-valuation-factors-in-2026/,valuation-methodology-drivers,mineral-rights-value,education,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0258,Mineral Rights Valuation: Valuation Factors Step By Step,/blog/mineral-rights-valuation-valuation-factors-step-by-step/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:education,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:education,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0258,Mineral Rights Valuation: Valuation Factors Step By Step,mineral-rights-valuation-valuation-factors-step-by-step,/blog/mineral-rights-valuation-valuation-factors-step-by-step/,valuation-methodology-drivers,mineral-rights-value,tax-planning,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0259,Mineral Rights Valuation: Valuation Factors Without Obligation,/blog/mineral-rights-valuation-valuation-factors-without-obligation/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:tax-planning,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:tax-planning,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0259,Mineral Rights Valuation: Valuation Factors Without Obligation,mineral-rights-valuation-valuation-factors-without-obligation,/blog/mineral-rights-valuation-valuation-factors-without-obligation/,valuation-methodology-drivers,mineral-rights-value,inherited-rights,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0260,Mineral Rights vs. Other Asset Valuation Methods,/blog/mineral-rights-vs-other-asset-valuation-methods/,same_cluster_next_by_program_row_id_cyclic,planning_only_inventory,false,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:inherited-rights,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:inherited-rights,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0260,Mineral Rights vs. Other Asset Valuation Methods,mineral-rights-vs-other-asset-valuation-methods,/blog/mineral-rights-vs-other-asset-valuation-methods/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,planning_only_inventory,false,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0261,Mineral Valuation Sensitivity Analysis: A One-Variable Scenario Worksheet,/blog/mineral-valuation-sensitivity-analysis-one-variable-scenario-worksheet/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,eligible_for_continuous_quality_review_not_yet_cleared,false
MRX1000-0261,Mineral Valuation Sensitivity Analysis: A One-Variable Scenario Worksheet,mineral-valuation-sensitivity-analysis-one-variable-scenario-worksheet,/blog/mineral-valuation-sensitivity-analysis-one-variable-scenario-worksheet/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0262,How to Locate an Unanswered Question in a Mineral Rights Worksheet,/blog/mineral-rights-worksheet-question-locator/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0262,How to Locate an Unanswered Question in a Mineral Rights Worksheet,mineral-rights-worksheet-question-locator,/blog/mineral-rights-worksheet-question-locator/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0263,Offset Activity Records: Building a Property-Connection Cross-Check,/blog/offset-activity-property-connection-cross-check/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0263,Offset Activity Records: Building a Property-Connection Cross-Check,offset-activity-property-connection-cross-check,/blog/offset-activity-property-connection-cross-check/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0264,How to Build a Mineral Rights Operator-Name Change Log,/blog/mineral-rights-operator-name-change-log/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0264,How to Build a Mineral Rights Operator-Name Change Log,mineral-rights-operator-name-change-log,/blog/mineral-rights-operator-name-change-log/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0265,"How to Build a PDP, PUD, and Undeveloped Acreage Terminology Register",/blog/pdp-pud-and-undeveloped-acreage-terminology-register/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0265,"How to Build a PDP, PUD, and Undeveloped Acreage Terminology Register",pdp-pud-and-undeveloped-acreage-terminology-register,/blog/pdp-pud-and-undeveloped-acreage-terminology-register/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0266,Post-Production Cost Evidence Packet for Royalty Records,/blog/post-production-cost-evidence-packet-for-royalty-records/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0266,Post-Production Cost Evidence Packet for Royalty Records,post-production-cost-evidence-packet-for-royalty-records,/blog/post-production-cost-evidence-packet-for-royalty-records/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0267,How to Compare Public Oil and Gas Price Decks Without Mixing Assumptions,/blog/compare-public-oil-and-gas-price-decks-without-mixing-assumptions/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0267,How to Compare Public Oil and Gas Price Decks Without Mixing Assumptions,compare-public-oil-and-gas-price-decks-without-mixing-assumptions,/blog/compare-public-oil-and-gas-price-decks-without-mixing-assumptions/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0268,How to Inventory Mixed-Status Mineral Interests Before a Valuation Review,/blog/inventory-mixed-status-mineral-interests-before-valuation-review/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0268,How to Inventory Mixed-Status Mineral Interests Before a Valuation Review,inventory-mixed-status-mineral-interests-before-valuation-review,/blog/inventory-mixed-status-mineral-interests-before-valuation-review/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0269,Refrac and Workover Event-Claim Register: A Source-Preserving Record Template,/blog/refrac-workover-event-claim-register-source-preserving-record-template/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0269,Refrac and Workover Event-Claim Register: A Source-Preserving Record Template,refrac-workover-event-claim-register-source-preserving-record-template,/blog/refrac-workover-event-claim-register-source-preserving-record-template/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0270,How to Extract Shut-In Clause Conditions Before a Valuation Review,/blog/how-to-extract-shut-in-clause-conditions-before-a-valuation-review/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0270,How to Extract Shut-In Clause Conditions Before a Valuation Review,how-to-extract-shut-in-clause-conditions-before-a-valuation-review,/blog/how-to-extract-shut-in-clause-conditions-before-a-valuation-review/,valuation-methodology-drivers,mineral-rights-value,informational,consideration,live_public_published_route,true,/mineral-rights-value/,src/pages/mineral-rights-value.astro,planned_local_only,MRX1000-0272,How to Build a Texas Mineral Production Record Locator Sheet,/blog/how-to-build-a-texas-mineral-production-record-locator-sheet/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Understand My Value Factors,mrx1000-mineral-rights-value-book_review-contextual_inline,contextual_inline,"Place after the first comparison, risk, document, or decision-framework section.",consideration_stage_assisted_review,consideration:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
MRX1000-0271,How to Build a Mineral Rights Valuation Evidence-Cutoff Log,how-to-build-a-mineral-rights-valuation-evidence-cutoff-log,/blog/how-to-build-a-mineral-rights-valuation-evidence-cutoff-log/,sell-mineral-rights-decision-process,sell-mineral-rights,informational,decision,live_public_published_route,true,/sell-mineral-rights/,src/pages/sell-mineral-rights.astro,planned_local_only,MRX1000-0877,How to Sell Mineral Rights in Texas,/blog/how-to-sell-mineral-rights-in-texas/,same_cluster_next_by_program_row_id_cyclic,live_public_published_route,true,planned_local_only,/book/,Talk Through My Selling Options,mrx1000-sell-mineral-rights-book_review-closing_panel,closing_panel,Place in the closing decision panel after key takeaways and before related articles.,decision_stage_team_handoff,decision:informational,src/pages/book.astro,primary_appointment,true,planned_local_only,/book/,Talk Through My Selling Options,mrx1000-sell-mineral-rights-book_review-closing_panel,closing_panel,Place in the closing decision panel after key takeaways and before related articles.,decision_stage_team_handoff,decision:informational,src/pages/book.astro,same_as_primary_appointment,false,planned_local_only,planned_complete,planned_complete,planned_complete,not_rendered_or_verified_by_this_plan,false,not_published_or_verified_by_this_plan,false,released_under_d16_continuous_quality_gate,false
