node_id,map_id,cluster_name,title,target_keyword,keywords,article_status,page_url
8469758,,Resources & Tools,Royalty Income Estimator (How Much You Might Receive),,"[""royalty estimator"",""income calculator"",""production calculator""]",Pending,/resources/royalty-estimator/
8469759,,Resources & Tools,Simple DCF Demo Calculator for Owners,,"[""dcf calculator"",""valuation demo"",""discounted cash flow tool""]",Pending,/resources/dcf-calculator/
8469760,,Resources & Tools,Checklist: Documents Needed for Underwriter Review,,"[""valuation checklist"",""required documents"",""prep checklist""]",Pending,/resources/checklist-documents/
8469761,,Resources & Tools,Template: Communicating Mineral Ownership to Heirs,,"[""heir letter template"",""ownership notification"",""estate template""]",Pending,/resources/heir-letter/
8469762,,Resources & Tools,"Directory: Texas Landmen, Attorneys, and CPA Contacts",,"[""texas landmen"",""directory attorneys"",""cpa directory""]",Pending,/resources/local-directory/
8469763,,Resources & Tools,Checklist for Reviewing Competing Purchase Offers,,"[""offer review checklist"",""competing offers"",""contract review""]",Pending,/resources/offer-checklist/
8469764,,Resources & Tools,Mineral Rights Frequently Asked Questions,,"[""mineral faqs"",""common questions"",""owner help""]",Pending,/resources/faq/
8469765,,Resources & Tools,Public Data Sources for Texas Production and Ownership,,"[""public data rrc"",""production databases"",""data sources""]",Pending,/resources/data-sources/
8469766,,Community & Careers,Careers Related to Mineral Rights and Valuation,,"[""valuation careers"",""energy analyst jobs"",""landman careers""]",Pending,/community/careers/
8469767,,Community & Careers,Workshops and Webinars for Mineral Owners,,"[""owner workshops"",""educational webinars"",""events calendar""]",Pending,/community/events/
8469768,,Community & Careers,Landowner and Mineral Owner Associations,,"[""landowner associations"",""advocacy groups"",""owner support""]",Pending,/community/associations/
8469769,,Community & Careers,Online Forums and Groups for Mineral Owners,,"[""online communities"",""owner forum"",""peer support""]",Pending,/community/online-groups/
8469770,,Community & Careers,Training and Certification Resources for Landmen and Analysts,,"[""training landman"",""certification resources"",""industry courses""]",Pending,/community/training/
8469771,,Community & Careers,How Mineral Owners Can Support Local Communities,,"[""community projects"",""royalty grants"",""local impact""]",Pending,/community/community-projects/
8469772,,Comparisons & Reviews,Comparing Valuation Methods for Mineral Rights,,"[""valuation comparison"",""dcf vs market"",""valuation methods""]",Pending,/comparisons/methods/
8469773,,Comparisons & Reviews,Independent Underwriter vs Broker Comparison,,"[""independent underwriter"",""broker comparison"",""second opinion""]",Pending,/comparisons/underwriter-vs-broker/
8469774,,Comparisons & Reviews,Types of Mineral Buyers Explained and Compared,,"[""private buyers"",""buyer types"",""mineral purchasers""]",Pending,/comparisons/buyer-types/
8469775,,Comparisons & Reviews,Comparing Common Offer Structures and Clauses,,"[""offer structures"",""clawback comparison"",""payout structures""]",Pending,/comparisons/offer-structures/
8469776,,Comparisons & Reviews,Review of Common Valuation Tools and Data Providers,,"[""valuation tools review"",""data vendors"",""service ratings""]",Pending,/comparisons/valuation-tools/
8469777,,Comparisons & Reviews,Comparing Online Marketplaces and Auctions for Minerals,,"[""marketplace comparison"",""online mineral sales"",""auction platforms""]",Pending,/comparisons/marketplaces/
8469778,,Comparisons & Reviews,Translating Offers into Effective Price Per Net Acre,,"[""price per acre comparison"",""net acreage pricing"",""offer math""]",Pending,/comparisons/price-per-acre/
8469779,,Comparisons & Reviews,Comparing Risk and Liquidity Across Options,,"[""risk compare"",""liquidity analysis"",""owner risk profile""]",Pending,/comparisons/risk-liquidity/
8469780,,Faq & Troubleshooting,Privacy and Confidentiality in Mineral Valuations,,"[""confidential review"",""privacy policy"",""data security""]",Pending,/faq/confidentiality/
8469781,,Faq & Troubleshooting,How to Read and Interpret a Valuation Report,,"[""valuation report guide"",""interpret results"",""report glossary""]",Pending,/faq/interpret-valuation/
8469782,,Faq & Troubleshooting,Troubleshooting Common Issues With Production Data,,"[""data mismatches"",""production errors"",""fixing records""]",Pending,/faq/data-troubleshoot/
8469783,,Faq & Troubleshooting,Understanding Clawback Clauses in Purchase Offers,,"[""clawback explained"",""contract clawback"",""offer red flags""]",Pending,/faq/clawback/
8469784,,Faq & Troubleshooting,When to Consult an Attorney or Tax Professional,,"[""legal advice minerals"",""tax advisor referral"",""professional help""]",Pending,/faq/consult-professional/
8469785,,Faq & Troubleshooting,Who Qualifies for Our Free Underwriter Review,,"[""free review eligibility"",""prequalification criteria"",""owner eligibility""]",Pending,/faq/eligibility/
8469786,,Faq & Troubleshooting,How Our AI-Powered Pre-Qualification Works,,"[""ai prequalification"",""automated screening"",""data-driven review""]",Pending,/faq/ai-prequal/
8469787,,Faq & Troubleshooting,"Fees, Commissions, and Obligations Explained",,"[""fees obligations"",""free review terms"",""no-obligation service""]",Pending,/faq/fees/
8469788,,Industry Information,Understanding Production and Payment Cycles,,"[""production cycles"",""royalty payment timing"",""reporting cadence""]",Pending,/industry/production-cycles/
8469789,,Industry Information,How the Texas Railroad Commission Regulates Production,,"[""rrc overview"",""regulatory role"",""permitting process""]",Pending,/industry/rrc-basics/
8469790,,Industry Information,"Unitization,Pooling, and Their Effects on Owners",,"[""unitization pooling"",""proration unit"",""lease pooling""]",Pending,/industry/unitization-pooling/
8469791,,Industry Information,"Midstream Services,Gathering,And Netbacks Explained",,"[""midstream impact"",""netback effects"",""gathering fees""]",Pending,/industry/midstream-effects/
8469792,,Industry Information,Decline Curve Types and What They Mean,,"[""exponential decline"",""hyperbolic decline"",""decline types""]",Pending,/industry/decline-types/
8469793,,Industry Information,Texas Severance Taxes and Mineral Income,,"[""severance tax"",""owner tax impact"",""state tax texas""]",Pending,/industry/severance-tax/
8469794,,Industry Information,How Operators Publish Royalty Schedules,,"[""operator payment timing"",""operator differences"",""royalty calendar""]",Pending,/industry/operator-payment-schedules/
8469795,,Industry Information,Limitations of Public Production Data,,"[""data limitations"",""report lag"",""reporting errors""]",Pending,/industry/data-quality/
8469796,,Industry Information,Market Liquidity for Mineral Interests,,"[""market liquidity"",""sale timing"",""exit options""]",Pending,/industry/liquidity-options/
8469797,,Tools & Calculators,Net Revenue and Lease Burden Calculator,,"[""net revenue calculator"",""lease burden"",""royalty math""]",Pending,/tools/net-revenue-calculator/
8469798,,Tools & Calculators,Downloadable Offer Comparison Template,,"[""offer comparison template"",""spreadsheet download"",""compare offers""]",Pending,/tools/offer-comparison/
8469799,,Tools & Calculators,Scenario Planning Worksheet for Hold vs Sell,,"[""scenario worksheet"",""hold sell analysis"",""decision tool""]",Pending,/tools/scenario-worksheet/
8469800,,Tools & Calculators,How to Lookup Production Data Quickly,,"[""production lookup tips"",""rrc lookup"",""data search tips""]",Pending,/tools/data-lookup-tips/
8469801,,Tools & Calculators,Recommended Mobile Apps for Tracking Production,,"[""mobile apps production"",""owner apps"",""data alerts""]",Pending,/tools/mobile-apps/
8469802,,Tools & Calculators,After-Tax Valuation Estimator for Owners,,"[""after-tax calculator"",""tax adjusted valuation"",""net proceeds estimate""]",Pending,/tools/after-tax-estimator/
8469803,,Comparisons & Reviews,How to Vet a Mineral Buyer or Broker,,"[""buyer vetting"",""reputation checklist"",""buyer red flags""]",Pending,/comparisons/buyer-vetting/
8469804,,Educational Content,Common Oil & Gas Abbreviations and Acronyms,,"[""abbreviations glossary"",""oil gas acronyms"",""term list""]",Pending,/guides/abbreviations/
8469805,,News & Trends,Local Property and County Taxes Impacting Owners,,"[""county taxes"",""property tax mineral"",""local tax impact""]",Pending,/industry/county-taxes/
8469806,,Resources & Tools,Annotated Sample Purchase Agreement for Review,,"[""purchase agreement sample"",""annotated contract"",""offer review sample""]",Pending,/resources/sample-agreement/
8469807,,Community & Careers,Mineral Owner Case Studies and Lessons Learned,,"[""owner case study"",""real examples"",""mineral lessons""]",Pending,/community/case-studies/
8469808,,Lifestyle & Context,Insurance and Liability Considerations Near Wells,,"[""insurance near wells"",""liability coverage"",""landowner insurance""]",Pending,/lifestyle/insurance/
8469809,,Adjacent Topics,Using Remote Sensing to Monitor Well Activity,,"[""remote sensing wells"",""satellite monitoring"",""well surveillance""]",Pending,/adjacent-topics/remote-sensing/
8469810,,Industry Information,Global Energy Trends That Influence Texas Markets,,"[""global trends energy"",""international drivers"",""market linkage""]",Pending,/industry/global-trends/
